id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,occasion_cleaned,category,category_name
12859,,NEW YORK ATHLETIC CLUB,CLUB DINNER,OTHER (PRIVATE CLUB);,NEW YORK,CARD; 4.5 X 7.5;,,UNPRICED MENU; LOGO;,1900-2447,,,1900-03-14,New York Athletic Club,,Dollars,USD,complete,2,25,,0,
12861,,COLONIAL CLUB OF NEW YORK,DAILY MENU,OTHER (SOC);,NEW YORK,CARD; 6.25 X 9.25;,,PRICED MENU;,1900-2455,,,1900-03-14,Colonial Club Of New York,,Dollars,USD,complete,2,108,,0,
12862,,CALUMET CLUB OF NEW YORK,DAILY MENU,OTHER (SOC);,NEW YORK,CARD; 6.25 X 10;,,PRICED MENU;,1900-2456,,,1900-03-14,Calumet Club Of New York,,Dollars,USD,complete,2,105,,0,
12866,,CUNARD LINE,[DINNER],COMMERCIAL,R.M.S. LUCANIA,CARD; 4.25X6.5;,,BEVELED EDGES GOLD TIPPED; RED FLAG WITH LION WEARING CROWN AND HOLDING GLOBE; PRICED WINE LIST;,1900-2693,,,1900-04-07,Cunard Line,,Dollars,USD,complete,2,94,,0,
12868,,HOTEL SAVOY,LUNCHEON A LA CARTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 6.25X9.25,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2695,,,1900-04-07,Hotel Savoy,,Dollars,USD,complete,2,122,,0,
12869,,HOTEL SAVOY,DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 6.25X9.25,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2696,,,1900-04-07,Hotel Savoy,,Dollars,USD,complete,2,58,,0,
12870,,HOTEL SAVOY,CAFE DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 5.5X7.25;,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2697,,,1900-04-07,Hotel Savoy,,Dollars,USD,complete,2,34,,0,
12871,,NEW YORK ATHLETIC CLUB,CARTE DU JOUR,SOC;,"[NEW YORK, NY]",CARD; 6.75X11.0;,,"CLUB LOGO ""THE WINGED FOOT"" IN RED;",1900-2698,,,1900-04-07,New York Athletic Club,,Dollars,USD,complete,2,170,,0,
12872,,(MANHATTAN CLUB),DINNER,SOC;,,FOLDER; 6.0X9.5;,,"MONOGRAM ""MC"" ON COVER; MANHATTAN CLUB HAND WITTEN INSIDE;",1900-2700,,,1900-04-07,Manhattan Club,,Dollars,USD,complete,4,137,,0,
12874,,COLONIAL CLUB OF NEW YORK,CARTE DU JOUR,SOC;,"NEW YORK, [NY]",CARD; 6.25X9.5;,,,1900-2702,,,1900-04-07,Colonial Club Of New York,,Dollars,USD,complete,2,118,,0,
12875,,PARK AVENUE HOTEL,TABLE D'HOTE DINNER,COMMERCIAL,"NEW YORK, [NY]",CARD; 4.25X7.0;,,FROM 12:00 TO 2:30 AND FROM 5:30 TO 8:00 PM; HOTEL LOGO IN PINK;,1900-2705,,,1900-04-07,Park Avenue Hotel,,Dollars,USD,complete,2,17,,0,
12879,,HAMBLEN'S RESTAURANT & LUNCH ROOMS,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 6X9.5;,,PRICED MENU; DECORATIVE BORDER; [DATE SUPPLIED BY FEB]; SPECIAL ITEMS WRITTEN IN LAVENDAR INK & THEN PRINTED; SUPPLIER'S ADS ON BACK PAGE;,1900-2720,,,1900-04-07,Hamblen's Restaurant & Lunch Rooms,,Dollars,USD,complete,4,199,,0,
12880,,(MANHATTAN CLUB),MENU,[SOC?];,"[NEW YORK, NY?]",FOLDER; 6X9.5;,,"MONOGRAM ""MC"" ON COVER; INSIDE MENU ""MANHATTANCLUB"" IS HANDWRITTEN; PRICED MENU;",1900-2733,,,1900-04-08,Manhattan Club,,Dollars,USD,complete,4,278,,0,
12882,,CLAREMONT HOTEL,MENU,COMMERCIAL,,CARD; ILLUS; 6X11;,,"PRICED MENU & PRICED WINE LISTS; PRICES APPEAR TO BE ESCALATING, UNLESS THIS IS A VERY ELEGANT HOTEL; ILLUSTRATION OF FISH AT TOP OF MENU; [DATE INFO HANDWRITTEN]; ""CLAREMONT PLANKED SHAD CAUGHT IN OUR OWN NETS AND BROUGHT INTO THE HOUSE ALIVE;""",1900-2740,,,1900-04-09,Claremont Hotel,,Dollars,USD,complete,2,226,,0,
12885,,HASKIN'S RESTAURANT,DAILY,COMMERCIAL,"117 WEST 34TH STREET,NEW YORK,NY",CARD;COL;5.5X9.5;,DAILY;,NO SMOKING;A LA CARTE MENU;,1900-1198,,,1900-02-21,Haskin's Restaurant,,Dollars,USD,complete,2,87,DAILY,1,Daily
12886,,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY",CARD;ILL;COL;4.5X7.5;,DAILY;,COAT OF ARMS IN UPPER LEFT;,1900-1199,,,1900-02-21,Hotel Marie Antoinette,,Dollars,USD,complete,2,83,DAILY,1,Daily
12887,,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY",CARD;ILL;COL;6.5X9;,DAILY;,COAT OF ARMS IN UPPER LEFT;2 COPIES,1900-2000,,,1900-02-21,Hotel Marie Antoinette,,Dollars,USD,complete,2,124,DAILY,1,Daily
12895,,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BR6ADWAY,CARD; 6.5 X 9.75;,,PRICED MENU;; CREST;,1900-2013,,,1900-02-18,Hotel Marie Antoinette,,Dollars,USD,complete,2,123,,0,
12896,,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BR6ADWAY,CARD; 6.5 X 9.75;,,PRICED MENU; CREST;,1900-2015,,,1900-02-18,Hotel Marie Antoinette,,Dollars,USD,under review,2,82,,0,
12898,,PUTNAM HOUSE,LUNCHEON,COMMERCIAL,NEW YORK CITY,CARD; 4.5 X 7.25;,,PRICED MENU; TABLE D'HOTE DINNER; NOTE ABOUT PURITY OF WATER;,1900-2019,,,1900-02-18,Putnam House,,Dollars,USD,complete,2,29,,0,
12902,,SHANLEY BROS. OYSTER HOUSES & GRILL ROOM,BREAKFAST,COMMERCIAL,"383 6TH AVE.,1212 BWAY.,& 1476 BWAY. NY",FOLDER; 6.25 X 9.25;,DAILY,COMPLETE WINE LIST ON BACK;,1900-1038,,,1900-02-13,Shanley Bros. Oyster Houses & Grill Room,,Dollars,USD,complete,4,307,DAILY,1,Daily
12903,,EMPIRE HOTEL,BREAKFAST,COMMERCIAL,BWAY & 63RD ST. NY,BROADSIDE; HOTEL SEAL; COL; 6.75 X 9.5;,DAILY,,1900-1040,,,1900-02-13,Empire Hotel,,Dollars,USD,complete,2,172,DAILY,1,Daily
12904,,EMPIRE HOTEL,LUNCHEON,COMMERCIAL,BWAY & 63RD ST. NY,BROADSHEET; HOTEL SEAL; COL; 5.5 X 7.75;,DAILY,WINE LIST ON BACK PAGE;,1900-1041,,,1900-02-13,Empire Hotel,,Dollars,USD,complete,2,184,DAILY,1,Daily
12905,,SAN REMO HOTEL,DINNER,COMMERCIAL,"75TH ST & CENTRAL PARK WEST, NY",FOLDER; 6.5 X 10.5;,DAILY,,1900-1042,,,1900-02-13,San Remo Hotel,,Dollars,USD,complete,4,243,DAILY,1,Daily
12906,,YOUNG'S HERALD SQUARE LUNCH ROOM,LUNCH & DINNER,COMMERCIAL,600 SIXTH AVE. NY,FOLDER; 6.5 X 9.5;,DAILY,AD FOR MUSIC HALL ON COVER; BREAKFAST MENU ON BACK ;,1900-1043,,,1900-02-13,Young's Herald Square Lunch Room,,Dollars,USD,complete,4,242,DAILY,1,Daily
12907,,MONTEREY HOTEL,A LA CARTE MENU,COMMERCIAL,38TH ST. & 6TH AVE. NY,FOLDER; 7 X 10;,DAILY,SOME ITEMS HANDWRITTEN;,1900-1044,,,1900-02-13,Monterey Hotel,,Dollars,USD,complete,4,224,DAILY,1,Daily
12916,,WINDSOR HOTEL,DINNER,COMMERCIAL,"JACKSONVILLE, FLA.",BROADSIDE; ILLUS;4.25 X 7;,DAILY,,1900-1063,,,1900-02-14,Windsor Hotel,,Dollars,USD,complete,2,43,DAILY,1,Daily
12917,,CAFETERIA - LUNCH,ST. VALENTINES DAY DINNER,COMMERCIAL,57 BROAD ST. NY,FOLDER; ILLUS; 6 X 9.5;,SECULAR HOLIDAY. HOLIDAY,ALL SPECIAL ITEMS HANDWRITTEN;,1900-1064,,,1900-02-14,Cafeteria   Lunch,,Dollars,USD,complete,4,114,SECULAR HOLIDAY HOLIDAY,2,Complimentary
12919,,USMS ST LOUIS,DINNER,COMMERCIAL,USMS ST LOUIS,CARD;ILL;COL;4X6.25;,DAILY;,FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;,1900-1071,,,1900-02-14,Usms St Louis,,Dollars,USD,complete,2,86,DAILY,1,Daily
12920,,USMS NEW YORK,LUNCHEON,COMMERCIAL,USMS NEW YORK,CARD;ILL;COL;4X6.25;,DAILY;,FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;,1900-1073,,,1900-02-14,Usms New York,,Dollars,USD,complete,2,105,DAILY,1,Daily
12921,,CUNARD LINE,DINNER,COMMERCIAL,ABOARD R.M.S. ETRURIA,CARD; ILLUS; 4.25 X 6.5;,,BRITISH AND AMERICAN FLAGS; PRICED WINE LIST IN BRITISH CURRENCY;,1900-2022,,,1900-02-22,Cunard Line,,Shillings,SHP,complete,2,99,,0,
12923,,ALBEMARLE HOTEL,MENU,COMMERCIAL,"MADISON SQUARE, WEST, NEW YORK, NY",FOLDER; ILLUS; COL; 6X8.5;,,A LA CARTE PRICED MENU; HOTEL SEAL ON COVER;,1900-2026,,,1900-02-22,Albemarle Hotel,,Dollars,USD,complete,4,259,,0,
12924,,RED STAR LINE,DINNER,COMMERCIAL,S.S. SOUTHWORK,BROADSHEET; ILLUS; COL; 5X8;,,FRENCH & ENGLISH; PRICED WINE LIST ON BACK OF MENU; MARITIME ILLUSTRATION AT TOP OF MENU;,1900-2028,,,1900-02-22,Red Star Line,,Dollars,USD,complete,2,50,,0,
12927,,MANHATTAN HOTEL,LUNCHEON CARTE DU JOUR,COMMERCIAL,"NEW YORK, NY",BROADSIDE; ILLUS; 6X9.5;,,A LA CARTE PRICED MENU; HOTEL SEAL AT TOP OF MENU;,1900-2032,,,1900-02-22,Manhattan Hotel,,Dollars,USD,complete,2,128,,0,
12941,,UNIVERSITY CLUB,DINNER FOR THE ADMIRAL OF THE NAVY,SOC;,"(CHICAGO,IL)",FOLDER;ILL;4.5X5.75;,COMPLIMENTARY/TESTIMONIAL,PORTRAIT ON FRONT COVER;RIBBON FASTENING AT LEFT;WINES;EMBLEM ON BACK COVER;,1900-3044,,,1900-05-01,University Club,,Dollars,USD,complete,2,97,COMPLIMENTARYTESTIMONIAL,4,Farewell
12942,,,,,,,,,,,,1900-05-01,University Club,,Dollars,USD,complete,2,102,,0,
12943,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,CAFE SERVICE MEALS,COMMERCIAL,CAR ASTORIA,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;DATE HANDWRITTEN BY FB;WINE LIST;,1900-3045,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,95,DAILY,1,Daily
12944,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,CAFE SERVICE MEALS,COMMERCIAL,CAR SAVOY,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;DATE HANDWRITTEN BY FB;WINE LIST;,1900-3046,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,90,DAILY,1,Daily
12945,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR SAVOY,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;,1900-3047,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,28,DAILY,1,Daily
12946,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR APPIUS,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;,1900-3048,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,28,DAILY,1,Daily
12947,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR ASTORIA,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;,1900-3049,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,24,DAILY,1,Daily
12949,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR LIVIUS,CARD;ILL;COL;4.5X6.5;,DAILY;,CAPITOL DOME;,1900-3051,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,27,DAILY,1,Daily
12953,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,BREAKFAST,COMMERCIAL,CAR HOLLAND,CARD;5.75X6.5;,DAILY;,DATE HANDWRITTEN BY FB;,1900-3055,,,1900-05-01,Baltimore & Ohio R.R.,,Dollars,USD,complete,2,48,DAILY,1,Daily
12954,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,SUPPER,COMMERCIAL,CAR WALTON,CARD;5.75X6.5;,DAILY;,DATE HANDWRITTEN BY FB;,1900-3056,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,60,DAILY,1,Daily
12956,,BALTIMORE AND OHIO RR ROYAL BLUE LINE,LUNCHEON,COMMERCIAL,CAR WALTON,CARD;5.75X6.5;,DAILY;,DATE HANDWRITTEN BY FB,1900-3058,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,Dollars,USD,complete,2,51,DAILY,1,Daily
12959,,MANDEL'S TEA ROOMS,SPECIAL LUNCHEON,COMMERCIAL,,BROADSIDE; 4.5X7.25;,,,1900-3075,,,1900-05-02,Mandel's Tea Rooms,,Dollars,USD,complete,2,61,,0,
12961,,HOTEL MARIE ANTOINETTE,LUNCH,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY",CARD;ILL;COL;6.5X8.75;,DAILY;,COAT OF ARMS,1900-2240,,,1900-03-02,Hotel Marie Antoinette,,Dollars,USD,complete,2,81,DAILY,1,Daily
12964,,NEW YORK CENTRAL & HUDSON RIVER R.R.,DINNER,COMMERCIAL,"DINING CAR SERVICE, TRAIN 19",FOLDER; ILLUS; COL; 5.5X7;,,GRAND CENTRAL STATION ILLUSTRATION ON COVER; PRICED WINE & COCKTAIL LIST; SKETCH OF SARATOGA DURING FLORAL FETE ON BACK;,1900-2245,,,1900-03-02,New York Central & Hudson River R.R.,,Dollars,USD,complete,4,81,,0,
12969,,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 5 X 7.5;,DAILY,SEPARATE PRICES FOR EACH ITEM; HOURS FOR LUNCH LISTED;,1900-2462,,,1900-03-14,Park Avenue Hotel,,Dollars,USD,complete,2,80,DAILY,1,Daily
12972,,PARK AVENUE HOTEL,DINNER-A LA CARTE,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 6 X 9.5;,,HOURS LISTED; ALL PRICES LISTED FOR EACH ITEM;,1900-2465,,,1900-03-14,Park Avenue Hotel,,Dollars,USD,complete,2,151,,0,
12973,,BASFORD & GLENN'S IMPERIAL HOTEL & RESTAURANT,DAILY MENU,COMMERCIAL,"3 EXCHANGE PLACE,JERSEY CITY, N.J.",BOOKLET; 5.75 X 9;,,ALL SPECIAL DAILY ITEM HANDWRITTEN; FULL WINE LIST ON BACK PAGE;,1900-2466,,,1900-03-14,Basford & Glenn's Imperial Hotel & Restaurant,,Dollars,USD,complete,4,147,,0,
12974,,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"66TH ST & B'WAY, NY",BROADSIDE; HOTEL EMBLEM; 4.25 X 7.5;,,SEPARATE PRICES FOR EACH ITEM;,1900-2469,,,1900-03-14,Marie Antoinette Hotel,,Dollars,USD,complete,2,82,,0,
12975,,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,66TH ST. & BWAY NY,BROADSIDE; HOTEL EMBLEM; GOLD TRIM; 6.5 X 9;,,EVERY ITEM PRICED SEPARATELY;,1900-2470,,,1900-03-14,Marie Antoinette Hotel,,Dollars,USD,complete,2,121,,0,
12979,,MANHATTAN CLUB,"BREAKFAST,LUNCH & DINNER",COMMERCIAL,[NY],FOLDER; 6 X 9.5;,,,1900-2477,,,1900-03-15,Manhattan Club,,Dollars,USD,complete,4,271,,0,
12982,,BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON,DINNER,COMMERCIAL,"CHICAGO ,ILL",BROADSIDE; ILLUS; COL; 5.25 X 7.75;,EVENING DINNER,,1900-2483,,,1900-03-16,Bert Hough & Tony Franker   Pabst Blue Ribbon,,Dollars,USD,complete,2,50,EVENING DINNER,8,Rite
12987,,WM.MANGLER CATERING CO.,LUNCHEON,COMMERCIAL,"119-121 LA SALLE ST.,CHICAGO,IL",CARD;COL;5.5X11,DAILY;,,1900-2492,,,1900-03-17,Wm.Mangler Catering Co.,,Dollars,USD,complete,2,100,DAILY,1,Daily
12988,,VOGELSANG'S,LUNCHEON,COMMERCIAL,178 & 180 MADISON ST.,CARD;COL;6X10.75;,DAILY;,,1900-2496,,,1900-03-17,Vogelsang's,,Dollars,USD,complete,2,106,DAILY,1,Daily
12992,,McGOWN'S PASS TAVERN,DAILY,COMMERCIAL,"CENTRAL PARK,NEW YORK,NY",CARD;7X11;,DAILY;,MANY ENTRIES BY HAND ON PRINTED MENU;WINE LIST;DATE IN OTHER HANDWRITTING;,1900-1085,,,1900-02-15,Mcgown's Pass Tavern,,Dollars,USD,under review,2,282,DAILY,1,Daily
12994,,U.S.M.S.,LUNCHEON,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; U.S.M.S. FLAG AT TOP OF MENU;,1900-1088,,,1900-02-15,U.S.M.S.,,Dollars,USD,complete,2,93,,0,
12996,,RED STAR LINE,DINNER,COMMERCIAL,S.S.WESTERNLAND,BROADSHEET; ILLUS; COL; 5.25X8;,,HANDWRITTEN; INCLUDES PRICED WINE LIST; DUTCH MARINE SCENE AT TOP OF MENU;,1900-1091,,,1900-02-15,Red Star Line,,Francs,FRF,complete,2,52,,0,
12998,,U.S.M.S,MENU,NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4.X6.25;,,SERVICE FLAG AT TOP OF MENU;,1900-1098,,,1900-02-15,U.S.M.S,,Dollars,USD,complete,2,100,,0,
12999,,U.S.M.S,DINNER,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST;,1900-1100,,,1900-02-15,U.S.M.S,,Dollars,USD,complete,2,99,,0,
13000,,,,,,,,,,,,1900-04-09,Claremont Hotel,,Dollars,USD,complete,2,221,,0,
13005,,BATTERY PARK HOTEL,DINNER,COMMERCIAL,"NEW YORK CITY, NY",FOLDER; ILLUS; 4.5 X 7.5;,,PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;,1900-2757,,,1900-04-11,Battery Park Hotel,,Dollars,USD,complete,4,130,,0,
13013,,HOTEL SAVOY,CAFE/HALF PORTION BREAKFAST,COMMERCIAL,FIFTH AVENUE & FIFTY-NINTH STREET;,CARD; COL; 5.5X7.25;,,PRICED MENU; DATE HAND-WRITTEN [BY FEB?]; PRINTED IN GREEN; CREST WITH EAGLE;,1900-3093,,,1900-05-04,Hotel Savoy,,Dollars,USD,complete,2,100,,0,
13020,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,LUNCHEON;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3110,,,1900-05-01,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,USD,complete,2,64,,0,
13021,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,WINE LIST;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3111,,,1900-05-01,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,USD,complete,2,32,,0,
13022,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,SUPPER;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3112,,,1900-05-01,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,USD,complete,2,67,,0,
13030,,CUNARD LINE,DINNER,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD; ILLUS; COL; 4.25X6.5;,,STEAMSHIP CO. PRICED WINE LIST ON BACK; COMPANY FLAG AT TOP OF MENU;,1900-2275,,,1900-03-04,Cunard Line,,Shillings,SHP,complete,2,94,,0,
13033,,PRINCESS HOTEL,LUNCH,COMMERCIAL,"HAMILTON, BERMUDA",BROADSHEET; ILLUS; COL; 5.5X8.75;,,ILLUSTRATION OF HOTEL AT TOP OF MENU; PRICED WINE LIST ON BACK;,1900-2283,,,1900-03-04,Princess Hotel,,Dollars,USD,complete,2,126,,0,
13038,,ARLINGTON hOTEL,DINNER,COMMERCIAL,"TORONTO,ONT,CANADA",CARD;ILL;COL;5X7;,DAILY;,COAT OF ARMS;PRICED WINES;,1900-2504,,,1900-03-18,Arlington Hotel,,Dollars,USD,complete,2,42,DAILY,1,Daily
13043,,CHILDS' LUNCH ROOMS,BILL OF FARE/[BREAKFAST] ONE SIDE; BILL OF FARE/[LUNCH] REVERSE SIDE;,COMMERCIAL,"54 BEAVER STREET [NEW YORK, NY];",CARE; 4.25X8.0;,,"THIS MENU SAYS: ""CHILDS' LUNCH ROOMS THROUGHOUT THE CITY; BILL OF FARE FOR 54 BEAVER ST."" ; 17 ADDITIONAL LOCATIONS IN NEW YORK CITY LISTED; 1 LOCATION IN NEW HAVEN, CT; 5 LOCATIONS IN PHILADELPHIA, PA; NOTATION: ""MILK EXPRESSED FROM OUR OWN DAIRY EVERY M",1900-2518,,,1900-01-01,Childs' Lunch Rooms,,Dollars,USD,complete,2,41,,0,
13044,,PABST BLUE RIBBON,EVENING DINNER,COMMERCIAL,"122-124 S. CLARK STREET, CHICAGO [IL];",CARD; 4.5X8.75;,,PABST BLUE RIBBON LOGO;,1900-2526,,,1900-03-20,Pabst Blue Ribbon,,Dollars,USD,complete,2,52,,0,
13059,,LAMBERT'S RESTAURANT,DAILY MENU,COMMERCIAL,84 BEAVER AND 131 PEARL STREETS NY,BROADSIDE; 7 X 11;,,PRICED MENU; TABLE D'HOTE DINNER; HANDWRITTEN;,1900-2075,,,1900-02-23,Lambert's Restaurant,,Dollars,USD,complete,2,28,,0,
13060,,SIEGEL COOPER CO.,HAZEL'S PURE FOOD LUNCHEON,COMMERCIAL,6TH AVENUE AND 18TH STREET,BOOKLET; ILLUS; COL; 4.75 X 6.75;,,DRAWING OF WAITER AND WAITRESS ON CVER; MOTTO READING DAINTY FOOD FOR DAINTY PEOPLE ON REAR COVER; PRICED MENU;,1900-2076,,,1900-02-23,Siegel Cooper Co.,,Dollars,USD,complete,12,138,,0,
13062,,U.S.M.S.,LUNCHEON,NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1110,,,1900-02-16,U.S.M.S.,,Dollars,USD,complete,2,92,,0,
13063,,U.S.M.S.,[?DINNER?],NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1111,,,1900-02-16,U.S.M.S.,,Dollars,USD,complete,2,93,,0,
13065,,U.S.M.S.,DINNER,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4.6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1115,,,1900-02-16,U.S.M.S.,,Dollars,USD,complete,2,103,,0,
13072,,RED STAR LINE - S.S. SOUTHWARK,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILL; COL; 5 X 8;,DAILY,MENU HANDWRITTEN; WINE LIST WITH PRICES & RATE OF EXCHANGE PRINTED ON REVERSE SIDE;,1900-2082,,,1900-02-23,Red Star Line   S.S. Southwark,,Francs,FRF,complete,2,53,DAILY,1,Daily
13073,,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,66TH ST. & BWAY NY,BROADSIDE; ILLUS; GOLD TRIM; 4.5 X 7.5;,DAILY,PRICES INCLUDED;,1900-2086,,,1900-02-23,Marie Antoinette Hotel,,Dollars,USD,complete,2,84,DAILY,1,Daily
13074,,RED STAR LINE S.S.WESTERNLAND,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILLUS; COL; 5 X 8;,DAILY,MENU HANDWRITTEN; WINE LIST WITH PRICES & RATES OF EXCHANGE ON BACK;,1900-2100,,,1900-02-24,Red Star Line S.S.Westernland,,Francs,FRF,complete,2,55,DAILY,1,Daily
13077,,GRAND TRUNK RAILWAY SYSTEM,WINE LIST,COMMERCIAL,GRAND TRUNK RAILWAY;LONDON,CARD;ILL;4.25X7;,DAILY,PHOTOGRAPH AND DESCRIPTION OF THE BRIDGE OVER NIAGARA RIVER ON THE BACK OF WINE LIST CARD,1900-2107,,,1900-02-24,Grand Trunk Railway System,,Dollars,USD,complete,2,33,DAILY,1,Daily
13078,,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH ST. AND BROADWAY;NEW YORK,NY",CARD;ILL;COL;4.75X7.5;,DAILY;,COAT OF ARMS IN UPPER LEFT;,1900-2108,,,1900-02-24,Hotel Marie Antoinette,,Dollars,USD,complete,2,82,DAILY,1,Daily
13080,,CUNARD LINE,BREAKFAST,COMMERCIAL,RMS ETRURIA,CARD;ILL;COL;4.25X6.5;,DAILY;,PRICED WINE LIST ON BACK;,1900-2112,,,1900-02-25,Cunard Line,,Shillings,SHP,complete,2,91,DAILY,1,Daily
13083,,CUNARD LINE,LUNCHEON,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY;,RED FLAG WITH LION ON UPPER LEFT;PRICED WINE LIST ON BACK OF CARD,1900-2118,,,1900-02-25,Cunard Line,,Shillings,SHP,complete,2,99,DAILY,1,Daily
